Group 4,5,requests/tournament/g1.json,0.0,18.85261808600614,0.023689985275268555
Group 4,12,requests/tournament/g1.json,0.0,18.85261808600614,0.023689985275268555
Group 4,25,requests/tournament/g1.json,0.0,18.85261808600614,0.023689985275268555
Group 4,5,requests/tournament/g2.json,0.0,44.234535771006136,0.1322190761566162
Group 4,12,requests/tournament/g2.json,0.0,44.234535771006136,0.1322190761566162
Group 4,25,requests/tournament/g2.json,0.0,44.234535771006136,0.1322190761566162
Group 4,5,requests/tournament/g3.json,0.0,145.2547891276431,0.16808724403381348
Group 4,12,requests/tournament/g3.json,0.0,145.2547891276431,0.16808724403381348
Group 4,25,requests/tournament/g3.json,0.0,145.2547891276431,0.16808724403381348
Group 4,5,requests/tournament/g4.json,0.0,189.66853177662156,0.19847893714904785
Group 4,12,requests/tournament/g4.json,0.0,189.66853177662156,0.19847893714904785
Group 4,25,requests/tournament/g4.json,0.0,189.66853177662156,0.19847893714904785
Group 4,5,requests/tournament/g5.json,48.276446042358025,579.1742739370322,7205.470893
Group 4,12,requests/tournament/g5.json,48.01569055063561,579.1742739370322,7205.470893
Group 4,25,requests/tournament/g5.json,47.62630035636086,579.1742739370322,7205.470893
Group 4,5,requests/tournament/g6.json,28.348597780804536,3264.28933568494,
Group 4,12,requests/tournament/g6.json,26.475823783987114,3264.28933568494,
Group 4,25,requests/tournament/g6.json,21.656649706667693,3264.28933568494,
Group 4,5,requests/tournament/g7.json,47.41919613051154,1302.518842849662,
Group 4,12,requests/tournament/g7.json,46.98373120812493,1302.518842849662,
Group 4,25,requests/tournament/g7.json,45.52588919181986,1302.518842849662,
Group 4,5,requests/tournament/g8.json,44.30737100132475,1199.6142138990049,
Group 4,12,requests/tournament/g8.json,43.836210716268795,1199.6142138990049,
Group 4,25,requests/tournament/g8.json,42.173078060387404,1199.6142138990049,
Group 4,5,requests/tournament/g9.json,36.30659628467075,2229.214335153189,
Group 4,12,requests/tournament/g9.json,34.6210095143489,2229.214335153189,
Group 4,25,requests/tournament/g9.json,30.712982526563522,2229.214335153189,
Group 4,5,requests/tournament/g10.json,44.73146854865428,2476.936830170325,
Group 4,12,requests/tournament/g10.json,43.48593220592017,2476.936830170325,
Group 4,25,requests/tournament/g10.json,40.620985069990994,2476.936830170325,
Group 4,5,requests/tournament/g11.json,37.06471780576131,2139.5636566992807,
Group 4,12,requests/tournament/g11.json,35.31393922008659,2139.5636566992807,
Group 4,25,requests/tournament/g11.json,32.41370550810577,2139.5636566992807,
Group 4,5,requests/tournament/g12.json,57.0967057829354,2151.031552556977,
Group 4,12,requests/tournament/g12.json,55.756079498053204,2151.031552556977,
Group 4,25,requests/tournament/g12.json,52.7422925014409,2151.031552556977,
Group 4,5,requests/tournament/g13.json,36.193407579991195,3168.820632171149,
Group 4,12,requests/tournament/g13.json,34.993526005939856,3168.820632171149,
Group 4,25,requests/tournament/g13.json,32.36458346356984,3168.820632171149,
Group 4,5,requests/tournament/g14.json,25.53875054263958,3664.549882462243,
Group 4,12,requests/tournament/g14.json,23.541151522383416,3664.549882462243,
Group 4,25,requests/tournament/g14.json,19.626608765361752,3664.549882462243,
Group 4,5,requests/tournament/g15.json,33.562518254375426,4568.78474428059,
Group 4,12,requests/tournament/g15.json,31.527768254502643,4568.78474428059,
Group 4,25,requests/tournament/g15.json,26.178509993431888,4568.78474428059,
Group 4,5,requests/tournament/g16.json,46.265330279864685,3132.6572009415722,
Group 4,12,requests/tournament/g16.json,44.73225861039166,3132.6572009415722,
Group 4,25,requests/tournament/g16.json,42.11437955995296,3132.6572009415722,
